id,sex,age,race,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score,v_decile_score,v_score_text,priors_count
8708,Male,44,African-American,1406,F,0,0,9,4,Low,12
8710,Female,34,African-American,117,M,0,0,2,1,Low,1
8711,Male,24,Other,1,F,0,0,6,4,Low,0
8712,Female,34,Caucasian,126,F,0,0,6,2,Low,1
8715,Female,20,African-American,1,M,1,1,7,8,High,0
8716,Male,30,African-American,1,M,0,0,1,2,Low,0
8717,Female,43,African-American,1,M,0,0,1,1,Low,0
8723,Male,37,Hispanic,1,F,0,0,5,3,Low,9
8726,Female,29,Hispanic,1,F,0,0,4,3,Low,1
8727,Male,44,Caucasian,234,F,0,0,1,1,Low,4
8728,Female,24,Caucasian,1,M,0,0,6,5,Medium,0
8729,Male,36,Caucasian,26,F,0,0,1,2,Low,12
8731,Male,39,Caucasian,1,F,1,1,1,1,Low,0
8732,Male,32,African-American,1,M,0,0,5,4,Low,2
8733,Male,30,African-American,83,F,0,0,2,2,Low,1
8735,Male,38,African-American,1,M,0,0,1,1,Low,0
8737,Female,27,African-American,23,F,1,0,6,4,Low,8
8739,Male,24,Caucasian,1249,M,0,0,3,4,Low,2
8743,Male,30,African-American,1,M,1,1,9,8,High,8
8745,Female,26,Caucasian,2,M,1,0,4,3,Low,1
8746,Male,37,Caucasian,1,F,0,0,4,2,Low,3
8750,Male,37,Hispanic,47,F,0,0,6,7,Medium,9
8752,Male,29,Caucasian,1,F,0,0,1,2,Low,1
8754,Male,32,Caucasian,1,F,0,0,5,2,Low,3
8756,Male,21,African-American,234,F,1,1,9,5,Medium,8
8757,Male,21,Caucasian,1,F,0,0,3,6,Medium,1
8758,Male,47,Caucasian,0,M,1,1,4,3,Low,13
8759,Female,36,African-American,13,F,0,0,2,1,Low,4
8761,Male,32,Caucasian,0,M,1,1,2,3,Low,4
8762,Male,43,Caucasian,1,F,0,0,1,1,Low,1
8764,Male,27,African-American,1,F,0,0,6,3,Low,2
8766,Male,62,Caucasian,20,F,0,0,-1,1,Low,2
8768,Male,21,African-American,22,F,0,0,3,5,Medium,1
8770,Male,34,Asian,1,M,0,0,2,1,Low,0
8771,Male,46,Hispanic,2,M,0,0,1,1,Low,1
8773,Male,40,African-American,54,M,1,1,6,8,High,23
8774,Male,38,Caucasian,1,M,0,0,3,1,Low,3
8775,Male,41,African-American,1,F,0,0,9,4,Low,7
8777,Male,21,Caucasian,11,F,0,0,4,7,Medium,1
8778,Female,74,Caucasian,1,M,0,0,1,1,Low,0
8785,Female,27,Hispanic,1,M,0,0,3,3,Low,0
8786,Male,30,African-American,1,M,0,0,2,2,Low,1
8787,Female,33,Caucasian,2,F,1,1,6,2,Low,3
8789,Male,24,Caucasian,0,M,0,0,2,3,Low,2
8790,Male,52,Asian,1,F,0,0,1,1,Low,0
8791,Female,29,Caucasian,2,M,0,0,6,3,Low,0
8794,Female,30,Caucasian,0,F,0,0,2,2,Low,1
8797,Male,33,African-American,1,F,0,0,5,4,Low,0
8798,Male,38,Hispanic,1,F,0,0,1,1,Low,1
8802,Female,28,African-American,1,M,0,0,8,7,Medium,5
8803,Male,28,Hispanic,1365,F,0,0,8,7,Medium,3
8805,Female,52,African-American,0,F,0,0,1,1,Low,3
8807,Male,21,Hispanic,25,F,0,0,8,6,Medium,1
8809,Female,22,Hispanic,1,F,1,0,5,5,Medium,1
8812,Male,32,Hispanic,1,F,0,0,3,2,Low,3
8813,Male,25,African-American,1,F,1,1,2,3,Low,0
8814,Female,27,African-American,1,M,1,1,3,3,Low,0
8816,Male,35,Caucasian,1,F,0,0,2,2,Low,0
8818,Male,40,African-American,1,M,1,1,3,3,Low,2
8819,Female,29,Other,1,F,0,0,3,3,Low,0
8820,Male,24,African-American,1,M,1,1,9,7,Medium,2
8821,Male,24,African-American,1,F,1,1,10,9,High,10
8826,Male,54,African-American,293,F,0,0,6,1,Low,13
8827,Male,26,Hispanic,1,F,0,0,3,2,Low,5
8828,Male,50,Caucasian,0,F,0,0,2,3,Low,1
8831,Male,51,Hispanic,1,M,0,0,1,1,Low,0
8835,Male,29,African-American,1,M,0,0,1,2,Low,3
8838,Female,25,Caucasian,0,M,0,0,4,4,Low,0
8842,Male,46,Caucasian,1,F,0,0,3,3,Low,1
8843,Male,33,African-American,28,M,1,1,7,7,Medium,9
8844,Male,31,Hispanic,1,F,1,1,7,2,Low,19
8845,Male,21,Other,1,M,0,0,4,6,Medium,0
8849,Male,23,African-American,4,F,0,0,5,5,Medium,1
8854,Male,35,African-American,1,F,0,0,4,5,Medium,4
8856,Male,26,Other,1,M,0,0,4,7,Medium,1
8857,Male,27,Caucasian,0,M,0,0,5,4,Low,0
8858,Male,22,African-American,1,F,0,0,6,5,Medium,2
8859,Female,29,African-American,1,F,1,1,4,2,Low,0
8861,Male,31,African-American,1,M,0,0,9,4,Low,0
8864,Female,29,Hispanic,0,F,0,0,3,3,Low,0
8865,Female,65,Caucasian,1,F,0,0,1,1,Low,0
8866,Female,34,Hispanic,5,M,0,0,3,1,Low,1
8867,Male,24,Caucasian,0,F,0,0,10,5,Medium,6
8869,Male,46,African-American,0,M,0,0,2,1,Low,0
8870,Male,26,Other,42,F,0,0,2,3,Low,3
8876,Male,29,African-American,0,F,1,0,3,2,Low,7
8877,Female,56,Caucasian,1,F,0,0,1,1,Low,3
8879,Male,21,African-American,1,F,0,0,4,7,Medium,0
8881,Male,40,African-American,0,F,1,1,10,9,High,0
8882,Male,22,African-American,1,M,1,1,9,8,High,2
8884,Male,39,Caucasian,1,M,0,0,1,1,Low,0
8889,Male,36,Caucasian,0,F,0,0,2,1,Low,1
8890,Male,30,African-American,1,F,0,0,1,2,Low,0
8891,Male,56,Caucasian,53,F,1,1,4,4,Low,17
8893,Male,36,African-American,1,M,0,0,6,5,Medium,0
8894,Male,38,African-American,0,M,0,0,7,7,Medium,5
8897,Male,32,African-American,1,F,0,0,1,1,Low,0
8902,Male,23,Other,1,M,1,0,3,4,Low,0
8905,Male,52,Caucasian,1,M,0,0,1,1,Low,0
8908,Male,38,African-American,1,M,0,0,4,2,Low,5
8909,Male,46,Caucasian,0,M,0,0,1,1,Low,0
8914,Male,20,African-American,17,F,1,1,3,5,Medium,2
8916,Female,51,African-American,291,M,0,0,1,1,Low,1
8922,Male,63,Caucasian,1,F,0,0,1,1,Low,0
8923,Male,27,African-American,234,F,0,0,6,4,Low,2
8924,Male,27,African-American,1,F,1,1,4,5,Medium,1
8925,Male,27,African-American,1,F,0,0,5,4,Low,0
8935,Male,24,African-American,251,M,0,0,9,5,Medium,10
8936,Male,27,African-American,1,M,0,0,1,2,Low,0
8938,Female,48,African-American,1,M,0,0,5,3,Low,0
8939,Female,26,African-American,23,M,0,0,4,5,Medium,1
8940,Male,58,Other,1,F,0,0,1,1,Low,0
8943,Female,51,African-American,60,F,0,0,1,1,Low,4
8944,Male,41,African-American,1,F,0,0,1,1,Low,0
8945,Male,21,African-American,1,F,0,0,7,7,Medium,0
8946,Male,32,African-American,652,M,0,0,7,9,High,1
8948,Male,26,Other,1,M,0,0,2,3,Low,0
8949,Female,39,African-American,1,M,0,0,6,2,Low,3
8950,Female,48,Other,1,M,0,0,1,1,Low,0
8954,Male,46,Caucasian,1,M,0,0,1,1,Low,0
8955,Male,56,Hispanic,874,M,0,0,8,5,Medium,2
8959,Male,33,Other,1,F,1,1,8,3,Low,7
8961,Male,20,Native American,5,F,1,1,9,9,High,1
8962,Male,32,Caucasian,1,M,0,0,3,3,Low,0
8967,Male,64,Hispanic,2,M,0,0,1,1,Low,1
8971,Male,26,African-American,23,F,0,0,4,4,Low,2
8973,Female,30,Caucasian,216,M,0,0,6,2,Low,1
8974,Male,22,African-American,1,F,1,1,8,8,High,2
8976,Female,43,Caucasian,1,F,0,0,1,1,Low,0
8983,Female,55,Caucasian,1,M,0,0,1,1,Low,0
8984,Male,34,Hispanic,1,M,0,0,1,1,Low,0
8988,Male,20,African-American,1,F,0,0,2,6,Medium,1
8991,Male,29,African-American,1,F,1,1,9,7,Medium,15
8995,Male,55,Caucasian,0,F,0,0,8,10,High,7
8996,Male,22,African-American,1,F,0,0,6,8,High,1
8997,Male,55,African-American,1,F,0,0,1,1,Low,1
8999,Male,21,African-American,1,F,1,1,10,9,High,0
9003,Male,38,African-American,52,F,0,0,4,3,Low,6
9004,Male,23,African-American,1,F,0,0,2,4,Low,0
9005,Female,28,Caucasian,2,M,0,0,5,2,Low,1
9008,Male,45,Other,1,F,0,0,1,1,Low,0
9010,Male,39,African-American,1,F,1,0,1,2,Low,1
9012,Male,79,Caucasian,22,M,0,0,1,1,Low,1
9013,Male,48,Caucasian,1,F,0,0,1,1,Low,1
9018,Male,31,African-American,1,M,0,0,8,3,Low,5
9023,Male,56,Caucasian,1,M,0,0,1,1,Low,1
9028,Male,43,African-American,1,M,0,0,1,1,Low,2
9030,Male,20,Hispanic,1,F,0,0,3,5,Medium,0
9032,Male,41,African-American,4,M,0,0,6,2,Low,0
9033,Male,24,Other,1,F,0,0,3,3,Low,1
9038,Female,33,African-American,1,F,0,0,1,1,Low,1
9039,Male,22,African-American,1,F,0,0,3,4,Low,0
9040,Male,34,African-American,1,F,0,0,1,1,Low,3
9041,Male,36,Caucasian,0,M,0,0,1,1,Low,0
9042,Male,69,Caucasian,1,F,0,0,5,1,Low,0
9043,Male,32,Caucasian,1,F,1,1,5,4,Low,5
9045,Male,46,Caucasian,1,F,0,0,5,2,Low,0
9046,Male,34,Caucasian,15,M,0,0,5,3,Low,1
9047,Female,32,Hispanic,0,M,0,0,1,1,Low,0
9049,Male,39,African-American,1,M,0,0,1,1,Low,0
9054,Male,25,African-American,1,M,1,1,7,7,Medium,6
9060,Male,29,Caucasian,2,M,1,0,5,4,Low,2
9062,Female,40,Caucasian,1,M,0,0,5,2,Low,0
9067,Male,36,Caucasian,5,M,1,1,5,4,Low,10
9070,Male,50,Caucasian,8,F,1,0,7,1,Low,5
9072,Male,37,African-American,1,M,1,1,7,7,Medium,4
9074,Male,34,African-American,1,F,0,0,7,2,Low,1
9075,Female,35,Hispanic,1,F,0,0,2,1,Low,0
9077,Male,23,Caucasian,0,F,1,0,7,6,Medium,10
9081,Male,20,Other,2,F,0,0,4,7,Medium,0
9085,Male,26,Caucasian,1,F,0,0,5,4,Low,2
9087,Male,59,Caucasian,15,M,1,1,1,1,Low,2
9088,Male,45,Caucasian,1,F,0,0,2,1,Low,2
9089,Male,37,Caucasian,12,M,0,0,2,3,Low,2
9093,Male,22,African-American,1,F,0,0,8,7,Medium,1
9096,Male,25,African-American,1,F,0,0,5,7,Medium,5
9099,Female,52,African-American,233,M,0,0,3,2,Low,3
9102,Male,20,African-American,1,M,1,1,4,7,Medium,1
9104,Male,32,African-American,1173,F,0,0,6,7,Medium,6
9109,Male,39,Caucasian,75,F,0,0,6,4,Low,8
9116,Male,50,Hispanic,0,M,0,0,1,1,Low,2
9120,Male,20,African-American,20,F,0,0,6,8,High,1
9123,Male,39,Caucasian,48,F,0,0,1,1,Low,1
9125,Male,51,Caucasian,1,M,1,1,2,1,Low,1
9126,Male,30,African-American,1,M,0,0,2,2,Low,2
9127,Male,39,Other,1,M,1,0,1,1,Low,0
9129,Male,26,African-American,1,F,0,0,6,4,Low,2
9131,Male,20,Other,1,M,0,0,5,6,Medium,0
9132,Female,51,Caucasian,157,F,0,0,5,2,Low,7
9133,Female,26,Caucasian,4,F,0,0,5,4,Low,0
9136,Male,26,African-American,1,F,0,0,4,3,Low,5
9143,Male,20,Caucasian,1,F,0,0,2,6,Medium,0
9144,Male,28,African-American,0,F,1,1,3,3,Low,0
9146,Female,21,African-American,4,M,0,0,5,7,Medium,0
9147,Male,25,Other,1,F,1,1,9,8,High,0
9148,Male,30,Caucasian,1,F,0,0,3,2,Low,0
9150,Male,21,Caucasian,4,F,1,1,9,9,High,2
9157,Male,35,African-American,0,F,1,1,10,7,Medium,22
9159,Male,50,Caucasian,1,F,1,1,2,1,Low,2
9160,Male,25,African-American,1,M,0,0,9,9,High,5
9161,Female,48,Caucasian,125,F,0,0,9,2,Low,1
9165,Male,26,African-American,1,F,0,0,9,10,High,0
9166,Male,22,African-American,1,F,0,0,4,5,Medium,0
9167,Male,29,African-American,0,F,0,0,3,3,Low,0
9170,Male,52,Caucasian,1,F,0,0,1,1,Low,1
9172,Male,21,African-American,1,F,1,0,7,7,Medium,0
9173,Male,21,Caucasian,1,F,0,0,8,6,Medium,1
9180,Male,24,African-American,0,F,0,0,7,6,Medium,3
9183,Female,30,Caucasian,1,M,0,0,2,2,Low,0
9186,Male,41,African-American,733,M,0,0,9,6,Medium,9
9188,Male,53,Hispanic,82,F,0,0,1,1,Low,1
9189,Male,48,Caucasian,27,F,0,0,2,1,Low,6
9192,Female,34,African-American,1,M,0,0,1,1,Low,1
9200,Male,39,Other,438,F,0,0,4,2,Low,1
9202,Female,48,Caucasian,1624,F,0,0,8,5,Medium,17
9203,Male,31,Hispanic,512,F,0,0,7,2,Low,1
9205,Male,26,Hispanic,,M,1,0,2,3,Low,0
9207,Male,25,African-American,0,M,0,0,2,3,Low,1
9212,Male,56,Caucasian,1,F,0,0,1,1,Low,6
9214,Male,23,African-American,1,F,0,0,4,5,Medium,0
9215,Male,21,Caucasian,1,M,0,0,4,6,Medium,0
9216,Male,66,Caucasian,1,M,0,0,1,1,Low,0
9219,Male,28,African-American,1,M,0,0,7,4,Low,7
9220,Male,29,Caucasian,0,M,0,0,1,1,Low,0
9224,Male,39,Caucasian,1,F,0,0,1,1,Low,0
9227,Male,31,Caucasian,1,F,0,0,2,2,Low,1
9229,Male,22,African-American,1,M,0,0,8,6,Medium,0
9230,Female,22,Caucasian,1,M,0,0,5,5,Medium,0
9231,Male,35,Caucasian,1,F,0,0,4,1,Low,3
9233,Female,37,African-American,0,F,0,0,5,2,Low,0
9234,Female,30,African-American,1,F,0,0,2,2,Low,0
9235,Male,56,Caucasian,1,F,1,1,1,1,Low,1
9238,Female,34,African-American,1,F,0,0,1,1,Low,0
9241,Male,43,Caucasian,1,F,0,0,1,1,Low,2
9242,Male,38,Caucasian,1,F,0,0,1,1,Low,0
9243,Male,39,Caucasian,1,F,0,0,3,6,Medium,3
9245,Male,26,African-American,0,M,0,0,3,3,Low,2
9246,Female,55,Caucasian,1,M,0,0,1,1,Low,0
9248,Male,61,African-American,1,F,0,0,7,4,Low,25
9249,Male,33,Other,1,M,0,0,1,2,Low,0
9253,Male,40,Caucasian,1,F,0,0,7,7,Medium,4
9254,Male,33,African-American,1,F,0,0,2,1,Low,3
9255,Male,26,Caucasian,1,F,1,1,6,4,Low,0
9257,Male,28,African-American,1,F,0,0,2,3,Low,0
9258,Male,45,Caucasian,1,M,0,0,1,1,Low,0
9260,Female,57,Caucasian,1,F,0,0,2,1,Low,4
9261,Male,26,African-American,1,F,1,1,7,9,High,3
9262,Male,35,African-American,1,F,0,0,8,4,Low,1
9264,Male,54,Hispanic,0,F,0,0,1,1,Low,0
9266,Female,29,African-American,1,F,0,0,5,4,Low,0
9267,Female,40,Caucasian,1,M,0,0,2,1,Low,0
9269,Female,25,African-American,1,M,0,0,2,2,Low,0
9270,Male,44,African-American,1,M,0,0,6,5,Medium,3
9271,Male,48,Caucasian,31,M,0,0,1,1,Low,1
9272,Female,59,Caucasian,302,F,0,0,1,1,Low,1
9275,Male,29,African-American,1,F,0,0,2,2,Low,0
9276,Male,56,Caucasian,4,M,0,0,1,1,Low,0
9277,Female,27,African-American,1,M,0,0,3,3,Low,0
9279,Female,29,Caucasian,1,M,0,0,7,3,Low,0
9280,Female,34,Caucasian,1,M,0,0,4,2,Low,4
9282,Female,22,African-American,1,F,0,0,7,6,Medium,0
9284,Male,31,Caucasian,1,F,0,0,1,1,Low,0
9285,Male,47,African-American,1,F,0,0,2,1,Low,3
9288,Female,20,Caucasian,50,F,0,0,4,6,Medium,1
9292,Male,39,African-American,1,F,0,0,9,5,Medium,4
9295,Male,30,Hispanic,1,F,0,0,2,2,Low,2
9297,Male,61,African-American,1,M,0,0,8,10,High,2
9298,Male,37,Hispanic,0,M,0,0,4,3,Low,3
9299,Male,38,Other,1,F,1,1,1,1,Low,1
9303,Male,30,African-American,1,M,0,0,9,7,Medium,0
9309,Male,47,Other,1,F,0,0,1,1,Low,0
9310,Male,56,Caucasian,238,F,0,0,1,1,Low,5
9311,Female,58,Hispanic,133,F,0,0,5,3,Low,1
9319,Male,28,African-American,1,M,1,1,6,5,Medium,12
9320,Male,59,African-American,1,M,0,0,1,1,Low,1
9323,Male,23,Caucasian,1,M,1,1,9,9,High,4
9328,Female,41,Hispanic,1,F,0,0,1,1,Low,0
9332,Male,22,African-American,1,F,0,0,7,7,Medium,0
9336,Male,26,African-American,1,F,0,0,4,5,Medium,5
9337,Male,44,Caucasian,0,F,0,0,5,2,Low,1
9338,Female,34,African-American,1,M,1,1,1,1,Low,0
9343,Male,29,African-American,65,M,0,0,9,4,Low,8
9346,Female,31,African-American,5,M,0,0,6,4,Low,0
9348,Male,21,Caucasian,10,F,0,0,6,5,Medium,2
9350,Male,34,Caucasian,1,F,0,0,5,6,Medium,4
9351,Male,54,African-American,1,F,0,0,6,1,Low,21
9352,Male,20,Caucasian,1,F,0,0,10,10,High,4
9353,Male,31,Caucasian,1,F,1,1,3,3,Low,1
9354,Male,22,Caucasian,0,M,0,0,4,5,Medium,0
9357,Male,36,African-American,1,M,0,0,4,1,Low,6
9359,Male,36,Caucasian,116,M,0,0,1,2,Low,3
9364,Male,50,African-American,1,M,0,0,8,4,Low,15
9366,Female,49,Other,1,M,0,0,1,1,Low,0
9369,Male,31,African-American,444,M,0,0,4,2,Low,1
9372,Male,21,African-American,0,F,0,0,9,9,High,2
9376,Male,29,Other,1,F,0,0,2,3,Low,0
9377,Male,61,Hispanic,1,F,0,0,1,1,Low,0
9378,Female,25,Caucasian,44,F,1,1,9,7,Medium,2
9379,Female,26,Other,31,F,0,0,2,2,Low,1
9380,Male,38,Caucasian,1,F,0,0,4,1,Low,5
9381,Male,35,Caucasian,1,M,0,0,1,2,Low,2
9383,Male,50,African-American,48,F,0,0,5,2,Low,10
9387,Male,29,Caucasian,18,F,0,0,2,3,Low,1
9388,Male,46,Caucasian,0,F,0,0,1,1,Low,0
9392,Male,53,Caucasian,1,M,1,1,5,5,Medium,1
9393,Female,27,Caucasian,0,F,1,1,5,5,Medium,1
9394,Male,29,Caucasian,2,F,0,0,8,7,Medium,4
9401,Male,24,Caucasian,1,M,1,0,2,3,Low,1
9407,Male,40,African-American,1,F,0,0,7,4,Low,20
9412,Female,36,African-American,1,M,0,0,1,2,Low,1
9415,Male,57,Caucasian,1,F,1,0,1,1,Low,7
9416,Male,26,African-American,1,F,1,0,5,4,Low,1
9420,Male,26,African-American,7,F,0,0,3,3,Low,2
9425,Female,48,Caucasian,1,F,0,0,1,1,Low,0
9428,Male,52,Caucasian,1,M,0,0,2,2,Low,7
9433,Female,43,African-American,1,M,0,0,1,1,Low,0
9434,Male,35,African-American,1,F,0,0,1,1,Low,2
9435,Male,24,Caucasian,0,F,0,0,5,4,Low,3
9437,Male,23,Hispanic,1,F,0,0,9,7,Medium,2
9438,Male,56,African-American,69,F,0,0,7,4,Low,28
9440,Male,21,African-American,0,F,0,0,5,6,Medium,0
9444,Female,25,Caucasian,0,F,0,0,5,3,Low,0
9446,Male,31,Other,1,F,1,0,6,3,Low,3
9448,Male,46,Caucasian,2,M,0,0,5,3,Low,0
9450,Female,24,African-American,0,F,0,0,7,4,Low,0
9459,Male,24,Other,0,M,0,0,3,4,Low,0
9460,Male,40,Hispanic,0,M,0,0,3,3,Low,0
9461,Male,36,Hispanic,0,M,0,0,2,1,Low,1
9463,Male,33,Hispanic,219,M,0,0,1,1,Low,1
9464,Male,24,Caucasian,0,M,0,0,2,3,Low,0
9465,Female,55,African-American,1,F,0,0,1,1,Low,2
9473,Male,38,African-American,1,F,0,0,7,3,Low,14
9475,Male,31,African-American,1,F,0,0,1,2,Low,1
9476,Female,30,African-American,1,F,0,0,2,2,Low,3
9479,Male,52,Caucasian,94,F,0,0,1,1,Low,1
9483,Male,37,African-American,1,F,1,1,8,3,Low,16
9484,Female,41,Caucasian,0,M,0,0,2,1,Low,1
9486,Male,20,African-American,1,F,1,1,5,7,Medium,0
9491,Male,22,Caucasian,1,M,0,0,5,5,Medium,1
9492,Male,38,African-American,1,M,0,0,6,8,High,7
9493,Male,31,African-American,1,F,0,0,5,2,Low,0
9494,Male,28,Caucasian,1,F,0,0,7,4,Low,0
9495,Male,21,Hispanic,1,F,1,1,7,8,High,2
9497,Male,39,African-American,1,F,0,0,8,4,Low,1
9500,Male,32,Caucasian,179,F,0,0,2,2,Low,2
9501,Male,45,Hispanic,1,M,0,0,1,1,Low,0
9504,Male,36,African-American,32,M,0,0,5,5,Medium,7
9509,Male,27,African-American,1,F,1,1,7,6,Medium,9
9511,Male,30,Hispanic,0,F,0,0,1,2,Low,0
9512,Male,61,African-American,11,M,0,0,6,3,Low,8
9513,Male,43,African-American,0,F,0,0,1,1,Low,2
9515,Male,26,African-American,1,F,0,0,4,3,Low,1
9516,Male,32,African-American,1,F,1,0,2,2,Low,7
9517,Female,57,Caucasian,1,F,0,0,1,1,Low,2
9518,Female,40,Caucasian,0,M,0,0,1,1,Low,0
9524,Male,29,Caucasian,61,M,0,0,10,10,High,1
9526,Female,21,Caucasian,138,F,1,0,8,9,High,1
9527,Male,36,African-American,4,M,0,0,2,2,Low,2
9528,Male,59,African-American,463,F,0,0,4,4,Low,17
9529,Male,35,African-American,0,F,1,1,8,5,Medium,6
9530,Male,49,Hispanic,1,M,0,0,2,1,Low,0
9532,Male,21,African-American,1,F,1,1,5,5,Medium,2
9535,Male,23,Hispanic,165,F,0,0,10,9,High,1
9537,Male,33,Hispanic,1,M,0,0,2,1,Low,0
9538,Male,20,African-American,435,F,1,1,3,6,Medium,1
9539,Male,28,Caucasian,39,F,0,0,10,10,High,1
9545,Male,55,African-American,1,F,0,0,4,3,Low,5
9547,Male,26,Caucasian,2,M,0,0,4,4,Low,0
9548,Female,52,Caucasian,13,F,0,0,1,1,Low,6
9550,Male,52,African-American,1,F,1,1,8,5,Medium,16
9553,Male,60,Caucasian,1,M,0,0,2,1,Low,2
9554,Male,44,Caucasian,1,M,0,0,2,1,Low,0
9556,Male,30,Hispanic,18,F,0,0,2,2,Low,1
9557,Female,25,African-American,1,M,0,0,4,4,Low,2
9562,Male,39,African-American,40,M,1,0,4,2,Low,3
9563,Male,22,Caucasian,13,F,0,0,6,4,Low,1
9567,Female,28,African-American,1,F,0,0,3,4,Low,0
9569,Male,30,Caucasian,0,M,0,0,1,2,Low,0
9574,Male,39,African-American,0,F,0,0,5,1,Low,9
9576,Female,46,Other,1,F,0,0,1,1,Low,1
9577,Male,47,Other,1,M,0,0,2,1,Low,3
9578,Male,26,African-American,1,M,0,0,7,6,Medium,5
9579,Male,33,African-American,130,F,0,0,4,4,Low,3
9581,Female,23,African-American,1,F,0,0,3,4,Low,0
9588,Male,54,Caucasian,1,F,0,0,2,1,Low,0
9589,Male,50,African-American,1760,M,0,0,6,5,Medium,2
9592,Male,25,Caucasian,1,F,0,0,3,5,Medium,1
9593,Female,46,Caucasian,0,F,0,0,1,1,Low,0
9597,Male,22,Caucasian,1,M,0,0,4,5,Medium,0
9600,Male,38,Caucasian,0,F,1,1,4,1,Low,10
9604,Male,18,African-American,138,F,1,1,5,9,High,4
9608,Female,23,Caucasian,1,F,0,0,6,5,Medium,0
9609,Female,32,Hispanic,8,M,1,1,5,2,Low,8
9616,Male,27,African-American,127,F,0,0,5,5,Medium,6
9618,Male,25,Caucasian,0,F,1,0,6,7,Medium,2
9621,Male,53,Caucasian,1,F,0,0,2,1,Low,0
9624,Male,39,African-American,3,M,0,0,3,4,Low,0
9625,Male,37,Other,1,F,1,1,4,3,Low,2
9629,Female,24,African-American,1,F,0,0,9,7,Medium,7
9630,Male,33,Caucasian,1,M,0,0,1,1,Low,0
9631,Female,24,Caucasian,24,M,0,0,4,4,Low,1
9632,Male,46,Caucasian,4,F,0,0,1,1,Low,1
9633,Male,32,Hispanic,1,F,0,0,7,3,Low,7
9634,Male,24,Hispanic,25,F,0,0,3,4,Low,2
9635,Female,38,Caucasian,1,F,0,0,1,1,Low,0
9641,Male,57,Caucasian,28,F,0,0,1,1,Low,2
9643,Male,43,Caucasian,1,F,0,0,1,1,Low,0
9644,Male,22,African-American,0,M,0,0,6,6,Medium,0
9645,Male,26,Caucasian,323,M,0,0,4,3,Low,1
9646,Female,28,African-American,12,M,1,1,9,9,High,9
9648,Male,51,Caucasian,1,F,0,0,4,3,Low,3
9651,Male,41,Hispanic,1,F,0,0,1,1,Low,3
9653,Male,24,Caucasian,1,F,0,0,7,5,Medium,1
9658,Male,27,African-American,1,M,0,0,10,10,High,6
9659,Male,25,African-American,1,M,0,0,4,4,Low,0
9662,Male,56,Caucasian,0,M,0,0,3,2,Low,3
9663,Female,29,African-American,1,M,0,0,4,3,Low,1
9666,Male,21,African-American,1,F,0,0,8,9,High,0
9668,Female,28,African-American,1,M,0,0,2,2,Low,0
9669,Male,35,African-American,1,F,0,0,1,1,Low,2
9670,Male,23,Caucasian,1,F,0,0,2,5,Medium,0
9672,Male,48,African-American,4200,F,0,0,8,4,Low,4
9676,Male,37,African-American,0,F,0,0,9,7,Medium,2
9677,Male,33,African-American,2,F,0,0,1,1,Low,0
9681,Male,23,African-American,1,F,1,1,7,4,Low,5
9686,Male,24,African-American,1,F,0,0,4,3,Low,0
9687,Male,44,African-American,1,M,0,0,7,4,Low,2
9689,Male,26,African-American,72,M,0,0,4,6,Medium,4
9690,Female,26,African-American,1,M,0,0,2,2,Low,0
9691,Male,29,African-American,1,F,0,0,6,5,Medium,2
9693,Male,26,Hispanic,1,F,0,0,2,2,Low,0
9695,Male,30,Caucasian,1,M,0,0,1,1,Low,1
9699,Male,42,Other,39,F,0,0,2,2,Low,1
9703,Female,28,African-American,1,F,1,1,3,3,Low,0
9704,Male,20,African-American,1,F,0,0,3,6,Medium,0
9706,Female,24,Caucasian,1,M,0,0,7,4,Low,7
9709,Female,21,African-American,1,F,0,0,9,9,High,1
9710,Male,27,African-American,1,F,1,1,5,6,Medium,8
9713,Male,42,Caucasian,1,M,0,0,1,1,Low,0
9715,Male,43,Caucasian,131,F,0,0,1,1,Low,1
9717,Female,55,Caucasian,3,M,0,0,1,1,Low,0
9723,Male,23,African-American,0,M,0,0,4,6,Medium,0
9724,Female,64,African-American,1,F,0,0,1,1,Low,0
9725,Male,48,Other,1,M,0,0,1,1,Low,0
9730,Male,30,Caucasian,1,M,0,0,2,3,Low,0
9731,Female,22,African-American,4,M,0,0,4,4,Low,1
9734,Male,24,Caucasian,0,F,0,0,4,5,Medium,0
9735,Male,49,Hispanic,40,M,1,0,1,1,Low,2
9737,Male,50,Caucasian,32,F,0,0,1,1,Low,2
9738,Male,30,African-American,1,M,0,0,7,7,Medium,3
9740,Male,21,African-American,173,M,1,1,9,8,High,2
9743,Male,31,African-American,1,F,0,0,10,6,Medium,1
9746,Male,23,Hispanic,1,M,0,0,7,8,High,0
9748,Male,28,African-American,1,F,1,1,6,5,Medium,11
9750,Male,24,African-American,1,F,0,0,2,4,Low,0
9753,Male,31,Other,0,M,0,0,1,1,Low,1
9754,Male,29,African-American,1,F,1,1,4,3,Low,3
9756,Male,28,African-American,1,M,1,1,3,4,Low,4
9759,Male,49,Caucasian,1,F,0,0,5,2,Low,0
9767,Male,42,Caucasian,1,M,0,0,1,1,Low,0
9771,Male,38,African-American,1,M,0,0,2,2,Low,4
9776,Male,63,Caucasian,12,F,0,0,1,1,Low,1
9778,Male,36,African-American,1,F,0,0,6,1,Low,0
9782,Male,29,African-American,1,M,0,0,10,5,Medium,11
